ons_id,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,brexit,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner
E14000580,Con hold,Con,Lab,73191,49298,163,8855,27255,18400,2704,0,939,0,0,0,0,0,0,0,0,0
E14000581,Lab hold,Lab,Con,74832,49174,149,34556,4510,39066,1822,2610,1166,0,0,0,0,0,0,0,0,0
E14000582,Con hold,Con,Lab,69381,41696,175,25621,31963,6342,1963,0,0,0,0,0,0,0,0,0,1428,0
E14000583,Con hold,Con,Lab,81542,56432,234,26278,36056,9778,9096,0,1502,0,0,0,0,0,0,0,0,0
E14000584,Con hold,Con,Lab,74125,49274,188,8806,24926,16120,5418,0,2049,0,0,0,0,0,0,0,761,0
E14000585,Con hold,Con,Lab,74205,45977,211,10150,24550,14400,4931,0,2096,0,0,0,0,0,0,0,0,0
E14000586,Con hold,Con,Lab,78978,54350,212,19829,31894,12065,7749,0,2089,0,0,0,0,0,0,0,553,0
E14000587,Lab hold,Lab,Con,73206,44184,91,18144,9681,27825,3316,2700,662,0,0,0,0,0,0,0,0,0
E14000588,Lab hold,Lab,Con,69046,39741,87,2346,16044,18390,1505,2819,983,0,0,0,0,0,0,0,0,0
E14000589,Lab hold,Lab,Con,70694,44261,134,27019,6717,33736,1349,1556,813,0,0,0,0,0,0,0,90,0
E14000590,Con hold,Con,Lab,75208,50499,258,24673,34112,9439,4779,0,0,0,0,0,0,0,0,0,2169,0
W07000068,Con hold,Con,LD,55490,41319,110,7131,21958,3944,14827,0,0,0,0,0,0,0,0,0,590,0
E14000591,Lab hold,Lab,Con,84032,49132,224,20870,10909,31779,4844,0,1600,0,0,0,0,0,0,0,0,0
E14000593,Lab hold,Lab,Con,85775,58326,145,10514,18752,29266,7314,1165,1829,0,0,0,0,0,0,0,0,0
E14000592,Lab hold,Lab,Con,83788,51879,199,8079,18832,26911,4065,951,850,0,0,0,0,0,0,0,270,0
E14000594,Con hold,Con,Lab,75255,52949,238,29065,36308,7243,7187,0,1679,0,0,0,0,0,0,0,532,0
W07000073,Con gain from Lab,Con,Lab,63303,42236,101,1157,18193,17036,2368,1811,815,0,2013,0,0,0,0,0,0,0
E14000595,Con hold,Con,Lab,85327,57652,279,24439,35827,11388,7805,0,1877,0,0,0,0,0,0,0,755,0
E14000596,Con hold,Con,Lab,65939,43402,178,21941,30941,9000,2180,0,1281,0,0,0,0,0,0,0,0,0
E14000597,Lab hold,Lab,Con,69833,48533,140,8061,16972,25033,2964,1327,2237,0,0,0,0,0,0,0,0,0
E14000598,Green hold,Green,Lab,79057,57998,158,19940,10176,13211,0,770,33151,0,0,0,0,0,0,0,690,0
E14000599,Lab hold,Lab,Con,73867,52154,157,10794,16923,27717,3527,1881,2106,0,0,0,0,0,0,0,0,0
E14000600,Lab hold,Lab,Con,76273,55885,169,5692,21638,27330,4940,0,1977,0,0,0,0,0,0,0,0,0
E14000601,Lab hold,Lab,Con,84079,55196,181,9859,18036,27895,4227,2325,2713,0,0,0,0,0,0,0,0,0
E14000602,Lab hold,Lab,Green,99253,75528,355,28219,8822,47028,0,869,18809,0,0,0,0,0,0,0,0,0
E14000603,Con hold,Con,Lab,78151,56977,197,21861,33934,12073,9195,0,1412,0,0,0,0,0,0,0,363,0
E14000604,Con hold,Con,Lab,66697,45566,201,10891,23958,13067,6621,0,1546,0,0,0,0,0,0,0,374,0
E14000605,Con hold,Con,Lab,75078,54272,260,23106,34408,11302,6779,0,1783,0,0,0,0,0,0,0,0,0
E14000606,Con hold,Con,Lab,73182,46706,214,19807,30631,10824,3970,0,1281,0,0,0,0,0,0,0,0,0
E14000607,Con hold,Con,Lab,73052,55272,173,5331,26602,21271,0,0,1806,0,0,0,0,0,0,0,5593,0
E14000608,Con gain from Spk,Con,LD,83146,63458,241,20411,37035,7638,16624,1286,0,0,0,0,0,0,0,0,875,0
E14000609,Con gain from Lab,Con,Lab,64345,38984,91,1352,15720,14368,3501,3362,739,0,0,0,0,0,0,0,1294,0
E14000610,Con hold,Con,Lab,75036,48738,212,14496,29560,15064,2681,0,1433,0,0,0,0,0,0,0,0,0
E14000611,Con gain from Lab,Con,Lab,68802,46841,111,105,21660,21555,1584,1240,802,0,0,0,0,0,0,0,0,0
E14000612,Con gain from Lab,Con,Lab,75152,50274,103,402,22034,21632,2315,1672,848,0,0,0,0,0,0,0,1773,0
E14000613,Con hold,Con,Lab,89644,61957,288,24988,37770,12782,0,0,9711,0,0,0,0,0,0,0,1694,0
W07000076,Lab hold,Lab,Con,63166,40117,160,6833,11185,18018,0,4490,0,0,6424,0,0,0,0,0,0,0
S14000009,LD hold,LD,SNP,46930,31457,61,204,5176,1936,11705,1139,0,11501,0,0,0,0,0,0,0,0
E14000614,Con hold,Con,Lab,79287,57793,273,5774,29981,24207,2884,0,0,0,0,0,0,0,0,0,721,0
E14000615,Lab hold,Lab,Con,88971,56492,246,33780,6478,40258,5087,1041,3501,0,0,0,0,0,0,0,127,0
E14000616,Con hold,Con,Lab,70250,50367,175,8700,26764,18064,3504,0,1359,0,0,0,0,0,0,0,676,0
E14000617,Lab hold,Lab,LD,79951,53729,162,9639,8342,25776,16137,1041,2164,0,0,0,0,0,0,0,269,0
E14000618,Con hold,Con,Lab,74813,46313,226,19879,31636,11757,0,0,2920,0,0,0,0,0,0,0,0,0
E14000619,Lab hold,Lab,Con,80203,60113,240,1836,27182,29018,3408,0,0,0,0,0,0,0,0,0,505,0
W07000050,Lab hold,Lab,Con,64037,41822,204,17179,8426,25605,6298,1006,0,0,0,0,0,0,0,0,487,0
W07000051,Lab hold,Lab,Con,68438,52666,111,6982,19082,26064,3580,1311,820,0,1606,0,0,0,0,0,203,0
W07000080,Lab hold,Lab,Con,78837,50579,160,12737,14645,27382,2985,1999,1182,0,2386,0,0,0,0,0,0,0
W07000079,Lab hold,Lab,Con,68508,46177,144,10986,12922,23908,2731,1619,1133,0,3864,0,0,0,0,0,0,0
E14000620,Con hold,Con,Lab,65105,42873,195,8319,23659,15340,2829,0,0,0,0,0,0,0,0,0,1045,0
W07000067,PC hold,PC,Con,57419,41002,145,1809,14130,8622,0,2311,0,0,15939,0,0,0,0,0,0,0
W07000066,Con hold,Con,Lab,59158,42114,146,7745,22183,14438,1860,0,0,0,3633,0,0,0,0,0,0,0
E14000621,Con gain from LD,Con,LD,72941,49098,125,629,20822,6081,20193,1043,759,0,0,0,0,0,0,0,200,0
E14000622,Con hold,Con,Lab,69608,44277,296,26634,33971,7337,2969,0,0,0,0,0,0,0,0,0,0,0
S14000010,SNP hold,SNP,Con,69742,46534,105,5304,16182,6583,2283,0,0,21486,0,0,0,0,0,0,0,0
E14000623,Con hold,Con,Lab,74296,58072,347,17721,32095,14374,8770,0,2833,0,0,0,0,0,0,0,0,0
E14000624,Con hold,Con,Lab,80037,56250,274,23391,35253,11862,6485,0,2650,0,0,0,0,0,0,0,0,0
W07000064,PC hold,PC,Con,56386,40105,117,6329,8879,6317,6975,2063,663,0,15208,0,0,0,0,0,0,0
E14000625,Con hold,Con,Lab,79534,55365,266,22397,35121,12724,4856,0,2664,0,0,0,0,0,0,0,0,0
E14000626,Con hold,Con,Lab,71642,43340,159,18540,28856,10316,2866,0,1090,0,0,0,0,0,0,0,212,0
E14000627,Con hold,Con,LD,74577,55903,215,2336,25694,6851,23358,0,0,0,0,0,0,0,0,0,0,0
E14000628,Con hold,Con,LD,80394,57122,224,17621,31934,10295,14313,0,0,0,0,0,0,0,0,0,580,0
E14000629,Con hold,Con,LD,67110,46821,150,11241,23345,10872,12104,0,0,0,0,0,0,0,0,0,500,0
E14000630,Con hold,Con,LD,81044,59357,153,981,28486,2921,27505,0,0,0,0,0,0,0,0,0,445,0
E14000631,Con hold,Con,LD,72542,55685,289,16223,30850,7166,14627,0,3042,0,0,0,0,0,0,0,0,0
E14000632,Lab hold,Lab,Con,71034,45186,136,1451,16720,18171,3985,4771,1148,0,0,0,0,0,0,0,391,0
E14000633,Con hold,Con,LD,85499,61243,251,21490,35402,9069,13912,0,2527,0,0,0,0,0,0,0,333,0
E14000634,Con hold,Con,Lab,65393,48444,235,1262,23481,22219,2744,0,0,0,0,0,0,0,0,0,0,0
E14000635,Con hold,Con,LD,77221,57099,321,11288,30994,6399,19706,0,0,0,0,0,0,0,0,0,0,0
E14000636,Con hold,Con,Lab,79960,57569,193,1212,25745,24533,5932,0,1288,0,0,0,0,0,0,0,71,0
E14000637,Spk gain from Lab,Spk,Ind,77072,39870,1303,17392,0,0,0,0,3600,0,0,0,0,0,0,0,36270,26831
E14000638,Con hold,Con,LD,71520,51951,297,24617,33894,6568,9277,0,2212,0,0,0,0,0,0,0,0,0
E14000639,Con hold,Con,LD,63700,42723,140,3953,17049,11624,13096,0,728,0,0,0,0,0,0,0,226,0
E14000640,Lab hold,Lab,Con,76057,54560,137,6164,20918,27082,3734,1388,1438,0,0,0,0,0,0,0,0,0
E14000641,Lab hold,Lab,Con,71271,48859,175,5025,15506,20531,7935,3252,1635,0,0,0,0,0,0,0,0,0
E14000642,Con hold,Con,Lab,70930,43506,116,24702,31438,6736,2541,0,1225,0,0,0,0,0,0,0,1566,0
E14000643,Con hold,Con,Lab,73689,46339,226,21418,31969,10551,2535,0,1284,0,0,0,0,0,0,0,0,0
W07000062,Con gain from Lab,Con,Lab,53919,36306,110,1239,16222,14983,1496,1468,0,0,2137,0,0,0,0,0,0,0
W07000059,Con hold,Con,Lab,57714,40203,147,6747,20403,13656,2237,0,0,0,3907,0,0,0,0,0,0,0
S14000011,SNP gain from Lab,SNP,Lab,72943,48221,121,5624,6113,17056,1564,0,808,22680,0,0,0,0,0,0,0,0
E14000644,Con hold,Con,Lab,82625,53373,190,9423,26917,17494,7432,0,1530,0,0,0,0,0,0,0,0,0
E14000645,Con gain from Lab,Con,Lab,84174,60892,228,5103,29482,24379,3815,1268,1068,0,0,0,0,0,0,0,880,0
E14000646,Con hold,Con,Lab,80930,57233,193,18561,33747,15186,6026,0,1616,0,0,0,0,0,0,0,658,0
E14000647,Con hold,Con,Lab,61693,42523,173,5842,22856,17014,1888,0,765,0,0,0,0,0,0,0,0,0
E14000648,Con hold,Con,Lab,86153,60475,265,10268,33410,23142,3923,0,0,0,0,0,0,0,0,0,0,0
E14000649,Lab hold,Lab,Con,76006,44444,127,7692,15720,23412,2061,2110,1141,0,0,0,0,0,0,0,0,0
E14000650,Lab hold,Lab,Con,75247,47744,144,208,20710,20918,2717,1956,1443,0,0,0,0,0,0,0,0,0
E14000651,Lab hold,Lab,Con,70979,45044,138,401,19143,19544,3398,1432,1092,0,0,0,0,0,0,0,435,0
E14000652,Con hold,Con,Lab,74207,49899,193,8360,27040,18680,2728,0,1451,0,0,0,0,0,0,0,0,0
E14000653,Con gain from Lab,Con,Lab,80321,54032,123,8508,28704,20196,2618,1390,975,0,0,0,0,0,0,0,149,0
E14000654,Lab hold,Lab,Con,81407,54045,135,5949,21175,27124,3532,999,1215,0,0,0,0,0,0,0,0,0
E14000655,Lab hold,Lab,Con,88468,55609,167,24673,11822,36495,4476,839,1629,0,0,0,0,0,0,0,348,0
E14000656,Con hold,Con,Lab,83982,59358,222,12339,30985,18646,7503,0,1782,0,0,0,0,0,0,0,442,0
S14000012,SNP hold,SNP,Lab,66079,45686,143,12976,7380,11182,2966,0,0,24158,0,0,0,0,0,0,0,0
W07000070,Lab hold,Lab,Con,51134,30236,99,8822,6711,15533,949,3045,0,0,2562,0,0,0,0,0,1436,0
E14000657,Lab hold,Lab,Con,71045,43735,127,293,19175,19468,1182,2887,602,0,0,0,0,0,0,0,421,0
E14000658,Con gain from Lab,Con,Lab,66397,43498,81,3294,20901,17607,2097,1544,1057,0,0,0,0,0,0,0,292,0
E14000659,Con hold,Con,Lab,82209,54023,280,19160,34006,14846,3736,0,1435,0,0,0,0,0,0,0,0,0
E14000660,Con hold,Con,Lab,77423,57403,246,26080,37055,10975,7032,0,2341,0,0,0,0,0,0,0,0,0
W07000042,Con gain from Lab,Con,Lab,54560,38370,105,865,16756,15891,2346,1971,0,0,1406,0,0,0,0,0,0,0
E14000661,Lab hold,Lab,Con,66234,38588,106,6175,13142,19317,1642,3039,1124,0,0,0,0,0,0,0,324,0
E14000662,Con gain from Lab,Con,Lab,73199,47017,111,2540,21259,18719,3450,1908,1046,0,0,0,0,0,0,0,635,0
E14000664,Con hold,Con,Lab,65080,50016,211,17381,29356,11975,6627,0,2058,0,0,0,0,0,0,0,0,0
E14000663,Lab hold,Lab,Con,73062,42462,137,6019,15671,21690,2621,2480,0,0,0,0,0,0,0,0,0,0
E14000665,Con hold,Con,LD,73372,50954,269,23993,32150,7838,8157,0,2809,0,0,0,0,0,0,0,0,0
E14000666,Con gain from Lab,Con,Lab,81253,56389,272,1561,26179,24618,2406,1874,1060,0,0,0,0,0,0,0,252,0
E14000668,Lab hold,Lab,Con,71389,41581,108,2278,14360,16638,1748,6842,981,0,0,0,0,0,0,0,1012,0
E14000669,Lab hold,Lab,Con,72362,40698,95,2370,13370,15740,1476,8294,0,0,0,0,0,0,0,0,1818,0
E14000667,Con gain from Lab,Con,Lab,75356,45437,82,3630,19609,15979,1907,6247,872,0,0,0,0,0,0,0,823,0
E14000670,Con hold,Con,Lab,76355,50701,219,12278,28830,16552,2895,0,1371,0,0,0,0,0,0,0,1053,0
E14000671,Con gain from Lab,Con,Lab,61936,36684,156,11533,23134,11601,1210,0,739,0,0,0,0,0,0,0,0,0
E14000672,Con hold,Con,Lab,60731,36576,163,15565,24835,9270,1608,0,863,0,0,0,0,0,0,0,0,0
E14000673,Lab hold,Lab,Green,80331,55778,236,27310,9160,36521,0,571,9211,0,0,0,0,0,0,0,315,0
S14000013,Con hold,Con,SNP,74580,51429,123,1805,22678,4745,3133,0,0,20873,0,0,0,0,0,0,0,0
S14000014,Con hold,Con,SNP,68330,49153,142,3781,22611,4172,3540,0,0,18830,0,0,0,0,0,0,0,0
S14000015,SNP hold,SNP,Con,66210,45277,134,13375,10986,6045,3573,0,0,24361,0,0,0,0,0,0,312,0
S14000016,SNP hold,SNP,Lab,64431,41579,92,12259,5149,10096,2468,1271,0,22355,0,0,0,0,0,0,240,0
S14000017,SNP hold,SNP,Lab,76652,53482,130,10699,11207,13028,4262,0,1258,23727,0,0,0,0,0,0,0,0
W07000061,PC hold,PC,Con,44362,29928,128,4740,9707,3998,0,1776,0,0,14447,0,0,0,0,0,0,0
E14000674,Lab hold,Lab,Con,75510,54807,162,13300,14832,28132,9444,664,1735,0,0,0,0,0,0,0,0,0
E14000675,Lab hold,Lab,Con,74473,49631,224,12269,15767,28036,4370,0,1458,0,0,0,0,0,0,0,0,0
E14000676,Lab hold,Lab,Con,64581,42217,203,16084,9594,25678,3933,867,1688,0,0,0,0,0,0,0,457,0
E14000677,Lab hold,Lab,Con,61182,34583,122,6581,9142,15723,1526,6744,0,0,0,0,0,0,0,0,1448,0
N06000005,DUP hold,DUP,Alliance,64830,37261,170,6706,1043,0,0,0,685,0,0,16871,2120,902,5475,10165,0,0
E14000684,Con gain from LD,Con,LD,79307,55134,121,4331,26951,3848,22620,1530,0,0,0,0,0,0,0,0,185,0
E14000678,Con hold,Con,Ind,87168,64073,150,6708,32577,2870,1771,0,711,0,0,0,0,0,0,0,26144,0
S14000018,SNP gain from LD,SNP,LD,66075,53031,80,149,7455,4839,19523,0,916,19672,0,0,0,0,0,0,626,0
E14000679,Lab hold,Lab,Con,88319,54628,174,33176,8527,41703,2158,1107,883,0,0,0,0,0,0,0,250,0
E14000680,Con hold,Con,LD,76478,56895,199,19696,33446,6287,13750,0,2600,0,0,0,0,0,0,0,812,0
S14000019,SNP hold,SNP,Lab,81224,56337,137,13322,11961,12791,3760,0,1153,26113,0,0,0,0,0,0,559,0
E14000685,Con hold,Con,LD,83880,58971,186,15607,32690,7559,17083,0,1639,0,0,0,0,0,0,0,0,0
N06000006,DUP hold,DUP,SDLP,69246,39302,193,9607,0,0,0,0,0,0,0,15765,6128,6158,3599,5921,1731,0
S14000020,SNP gain from Lab,SNP,Lab,81600,58513,114,3886,15523,17270,4071,0,0,21156,0,0,0,0,0,0,493,0
S14000021,SNP gain from Con,SNP,Con,72232,55357,176,5426,19451,6855,4174,0,0,24877,0,0,0,0,0,0,0,0
E14000681,Con hold,Con,LD,83148,59690,235,24040,35624,8247,11584,0,2340,0,0,0,0,0,0,0,1895,0
E14000682,Con hold,Con,Lab,75194,53128,188,7474,27107,19633,4127,0,2006,0,0,0,0,0,0,0,255,0
E14000683,Con hold,Con,Lab,80923,52769,205,22787,33988,11201,4219,0,1675,0,0,0,0,0,0,0,1686,0
E14000686,Con hold,Con,Lab,73700,52971,143,18443,30095,11652,9582,0,1191,0,0,0,0,0,0,0,451,0
S14000022,SNP hold,SNP,Lab,69424,47815,142,10417,6549,12748,3289,0,2064,23165,0,0,0,0,0,0,0,0
S14000023,SNP hold,SNP,Lab,81336,59344,105,12808,11000,13117,6635,558,1971,25925,0,0,0,0,0,0,138,0
S14000024,Lab hold,Lab,SNP,66188,49732,122,11095,8161,23745,3819,0,1357,12650,0,0,0,0,0,0,0,0
S14000025,SNP hold,SNP,Con,73501,52131,91,11982,12848,7478,4971,625,1265,24830,0,0,0,0,0,0,114,0
S14000026,LD hold,LD,SNP,72507,54533,124,3769,9283,4460,21766,0,1027,17997,0,0,0,0,0,0,0,0
E14000687,Lab hold,Lab,Con,65747,40341,148,16015,10202,26217,2145,840,862,0,0,0,0,0,0,0,75,0
E14000688,Lab hold,Lab,Con,70327,48746,128,8764,17237,26001,2406,2138,964,0,0,0,0,0,0,0,0,0
E14000689,Con hold,Con,Lab,80957,58225,187,17353,33726,16373,5155,0,1775,0,0,0,0,0,0,0,1196,0
E14000690,Lab hold,Lab,Con,64086,43689,114,3197,17353,20550,2941,1523,1322,0,0,0,0,0,0,0,0,0
E14000691,Lab hold,Lab,Con,68301,45050,132,6492,16848,23340,2950,797,1115,0,0,0,0,0,0,0,0,0
E14000692,Lab hold,Lab,Con,65525,47276,127,4450,18473,22923,4344,494,1042,0,0,0,0,0,0,0,0,0
E14000693,Con hold,Con,Lab,74304,50268,269,22173,32364,10191,5387,0,1975,0,0,0,0,0,0,0,351,0
E14000694,Con hold,Con,LD,81138,59451,254,17873,31819,10226,13946,0,2047,0,0,0,0,0,0,0,1413,0
E14000695,Con hold,Con,Lab,72523,48814,168,10606,27560,16954,2487,0,1115,0,0,0,0,0,0,0,698,0
E14000696,Lab hold,Lab,Con,65399,41384,115,3758,16124,19882,1984,2246,876,0,0,0,0,0,0,0,272,0
E14000697,Con hold,Con,LD,81184,63084,163,2743,31132,2838,28389,0,0,0,0,0,0,0,0,0,725,0
E14000698,Lab hold,Lab,Con,82054,56192,221,10403,19479,29882,0,1428,4838,0,0,0,0,0,0,0,565,0
S14000028,SNP hold,SNP,Con,84472,55872,217,14948,14403,6243,3990,0,1885,29351,0,0,0,0,0,0,0,0
E14000699,Con hold,Con,Lab,78337,57250,286,26086,36459,10373,8006,0,2412,0,0,0,0,0,0,0,0,0
E14000700,Con hold,Con,Lab,73403,50394,189,21976,31864,9888,6170,0,2103,0,0,0,0,0,0,0,369,0
E14000701,Lab hold,Lab,Con,80934,47811,146,7859,17017,24876,3127,1658,1133,0,0,0,0,0,0,0,0,0
N06000007,SF hold,SF,UUP,72848,50762,324,57,0,0,0,0,0,0,0,0,21986,3446,21929,2650,751,0
